Happy Birthday to Me;88;No
And Now for Something Completely Different;44;No
Joe Piscopo Video, The;44;No
Spencer Tracy Legacy, The;44;No
Dawn Rider, The;44;No
Power;43;No
China Syndrome, The;43;No
Hustler, The;43;Yes
Courtship of Eddie's Father, The;43;No
Night Train to Katmandu, THe;43;No
Jet Pilot;43;No
Pretty Woman;43;No
She-Devil;43;No
Cookie;43;No
Young & Innocent;43;No
West to Glory;43;No
Border Feud;43;No
Blood & Guns;43;No
Wild Strawberries;42;Yes
Notorious;42;No
A Guy Named Joe;42;No
Burbs, The;42;No
Souvenir;42;No
Harvey;42;No
Adventures of Sherlock Holmes' Smarter;42;No
World's Greatest Lover, The;42;No
Hideaways, The;42;No
Permanent Record;42;No
Garden of the Finzi-Continis, The;42;Yes
Legend;42;No
Still of the Night;42;No
Center of the Web;42;No
Good Father, The;42;No
Desperately Seeking Susan;41;No
Castaway;41;No
Beverly Hills Cop;41;No
Man with the Golden Gun, The;41;No
Kandyland;41;No
There's a Girl in My Soup;41;No
Hard Choices;41;No
Kitchen Toto, THe;41;No
Mississippi Burning;41;Yes
Nightmare on Elm Street, Pt. 5, The Dream Child;41;No
Innerspace;41;No
Welcome Home, Roxy Carmichael;41;No
Kissing Place, The;41;No
Basic Instinct;41;No
Sicilian, The;41;No
Critical Condition;41;No
Angelic Conversation, The;41;No
Kings of the Road (In the Course of Time);41;No
Hollywood's Greatest War Movies;41;No
Miami Cops;40;No
Mother Lode;40;No
Quick & The Dead, The;40;No
Paramount Comedy Theater: Well-Developed;40;No
I Love All of You (Je Vous Aime);40;No
Ninotchka;40;No
Slumber Party Massacre III;40;No
Last of the Red Hot Lovers;40;No
Gold of Naples, The;40;No
Man Who Loved Cat Dancing, The;40;No
Red Sonja;40;No
International Velvet;40;No
Maximum Overdrive;40;No
Stir Crazy;40;No
Wrong Box, The;40;No
Idiot, The;40;No
Shadows of the West;40;No
Persuaders, The Overture, The;40;No
Once upon a Wheel;40;No
Official Story, The;39;Yes
Island of Dr. Moreau, The;39;No
Ms. Don Juan;39;No
Rope;39;No
Judgment at Nuremberg;39;Yes
Monster in the Closet;39;No
Tom Jones;39;Yes
Hamlet;39;No
Rome Adventure;39;No
Fellow Traveller;39;No
Christopher Columbus: The Discovery;39;No
Last of Sheila, The;39;No
American Graffiti;39;Yes
Legal Eagles;39;No
Victory;39;No
Maitresse;39;No
Naked Night, The;38;No
Charly;38;Yes
Campus Man;38;No
White Sands;38;No
Lady from Louisiana;38;No
Blue City;38;No
West Side Story;38;Yes
Heavens Above;38;No
Runaway Barge, The;38;No
James Taylor in Concert;38;No
Bloodbath;37;No
That Naughty Girl;37;No
Road to Hong Kong;37;No
Beverly Hills Cop II;37;No
Shop on Main Street, The;37;Yes
French Lieutenant's Woman, The;37;No
Hour of the Wolf;37;No
Fuzz;37;No
Good Morning, Vietnam;37;No
Operation Nam;37;No
Germicide;36;No
Samson & Delilah;36;No
Easy Rider;36;No
People, The;36;No
Wheel of Fortune;36;No
Videodrome;36;No
Bobby Deerfield;36;No
Under Cover;36;No
Woman Times Seven;36;No
Two Mules for Sister Sara;36;No
From the Hip;36;No
Mistress;36;No
Lilies of the Field;36;Yes
Hard Ticket to Hawaii;36;No
Unnamable II, The Statement of Randolph Carter, The;36;No
Kids & Pesticides;36;No
Secret Policeman's Private Parts, The;36;No
Green Berets, The;36;No
Ikiru;36;No
Midway;36;No
Torn Curtain;35;No
Burnt Offerings;35;No
Snow Kill;35;No
Anna Karenina;35;Yes
American Friend, The;35;No
Sunshine Boys, The;35;Yes
Return of October;35;No
Au Revoir les Enfants;35;No
Final Countdown, The;35;No
Seventh Cross, The;35;No
Grim Reaper, The;35;No
Too Beautiful for You;35;No
Matt Talbot;35;No
Fighting Seabees, The;35;No
Mutiny on the Bounty;35;No
Lawless Frontier, The;35;No
Ravishing Idiot, The;34;No
Europa Fifty-One;34;No
Rabid;34;No
Voyage of the Damned;34;No
Naked Truth, The;34;No
Electric Horseman, The;34;No
Dragon Seed;34;No
Yellowbeard;34;No
Into the Homeland;34;No
Matador;34;No
Caddyshack 2;34;No
Quiller Memorandum, The;34;No
For a Few Dollars More;34;No
Manhunt, The;34;No
Steve Martin, The Funnier Side of Eastern Canada;34;No
Elena & Her Men;33;No
One Frightened Night;33;No
Fly, The;33;No
Court-Martial of Jackie Robinson, The;33;No
Hunchback;33;No
Empire Strikes Back, The;33;No
Napoleon & Samantha;33;No
Tempest;33;No
Casablanca Express;33;No
Producers, The;33;No
All New Tales from the Crypt, A Trilogy;33;No
After Dark My Sweet;33;No
Scalphunters, The;33;No
Monty Python's the Meaning of Life;33;No
Midnight Cowboy;33;Yes
Pals of the Saddle;33;No
Camille Claudel;32;No
Walpurgis Night;32;No
Intermezzo;32;No
Party, The;32;No
Moonraker;32;No
Shining, The;32;No
Jubal;32;No
My Left Foot;32;Yes
Unforgiven, The;32;No
Last Temptation of Christ, The;32;No
Terms of Endearment;32;Yes
Immaculate Collection, The;32;No
Scanners;32;No
Passenger, The;32;No
Ironweed;32;No
Apache Woman;32;No
Rachel, Rachel;32;No
Shadow of a Doubt;32;No
Freshman, The;32;No
Let It Rock;32;No
Running Man, The;31;No
Secret Beyond the Door;31;No
Bells of St. Mary's, The;31;No
Think Dirty;31;No
Night Gallery;31;No
Stacey!;31;No
Juice;31;No
Shock 'em Dead;31;No
Being There;31;Yes
My Best Girl;31;No
Roller Blade;31;No
Falling in Love;31;No
Little Prince, The;31;No
Ranger of the Cherokee Strip;31;No
North to Alaska;31;No
No Regrets for Our Youth;31;No
Cyborg;31;No
Gangbusters;31;No
A Very Private Affair;30;No
Wagon Master;30;No
Valley Girl;30;No
Winter People;30;No
John Wayne Matinee Double Feature, No. 1;30;No
Going Under;30;No
Funny Farm;30;No
Missing;30;No
Funny Girl;30;Yes
Amazon;30;No
Bright Lights, Big City;30;No
Chattahoochee;30;No
Tom Thumb;30;No
Riders of Destiny;30;No
And God Created Woman;29;No
Exorcist II, The Heretic;29;No
Dead Ringers;29;No
Circus World;29;No
Port of Call;29;No
Moon in the Gutter, The;29;No
Fiendish Plot of Dr. Fu Manchu, The;29;No
Monte Walsh;29;No
Wait Until Spring Bandini;29;No
Wings of Eagles, The;29;No
Police Academy 6: City under Siege;29;No
Money, The;29;No
Butch Cassidy & the Sundance Kid;29;Yes
French Lesson;29;No
Mr. & Mrs. Bridge;29;No
Ginger & Fred;29;No
Spiders;29;No
Prom Night III, The Last Kiss;29;No
Culpepper Cattle Company, The;29;No
Alamo, The;29;No
Saint, The;29;No
American Angels: Baptism of Blood, The;28;No
Patriot Games;28;No
Exorcist, The;28;Yes
Father Murphy, A Horse from Heaven;28;No
QB VII;28;Yes
Elvira Madigan;28;No
Risky Business;28;No
Doughnuts & Society;28;No
Sugarland Express, The;28;No
Stewardess School;28;No
After the Shock;28;No
Trouble with Harry, The;28;No
Drowning by Numbers;28;No
Cadillac Man;28;No
Cousins;28;No
Last Tango in Paris;28;No
Ladykillers, The;28;No
Thirty Is a Dangerous Age, Cynthia;28;No
Magnum Force;28;No
Secret War of Harry Frigg, The;28;No
John Wayne Matinee Double Feature, No. 4;28;No
Neath the Arizona Skies;28;No
Spy Who Loved Me, The;27;No
Pet Sematary;27;No
Outer Limits, The;27;No
Stark;27;No
Gardens of Stone;27;No
Paris, Texas;27;No
Lady Vanishes;27;No
Glory Stompers, The;27;No
Hollywood Out-Takes & Rare Footage;27;No
Control;27;No
Silent Movie;27;No
Lone Star Trail, The;27;No
U S. Sub Standard.;27;No
Men, The;27;No
Dakota;27;No
Human Desire;27;No
In Old California;27;No
Only One Night;26;No
Naked Obsession;26;No
Woman Who Came Back;26;No
Greatest Story Ever Told, The;26;No
Long Gray Line, The;26;No
Wild One, The;26;No
Freejack;26;No
Partner;26;No
Return Engagement;26;No
One Eyed Jacks;26;No
Ride in the Whirlwind;26;No
Powderkeg;26;No
Empire of Spiritual Ninja;26;No
Rocket Gibraltar;26;No
Dead Pool, The;26;No
Great White Death;26;No
Maverick, Duel at Sundown;26;No
Left Handed Gun, The;26;No
Salsa: The Motion Picture;26;No
Mademoiselle Striptease;25;No
Gaslight;25;Yes
Boy Who Could Fly, The;25;No
Working Girl;25;No
Philadelphia Story, The;25;No
Rear Window;25;No
Erik the Viking;25;No
Green Card;25;No
Nothing But Trouble;25;No
Wisdom;25;No
Wholly Moses!;25;No
Crack-Up;25;No
Violent Men, The;25;No
Prizzi's Honor;25;Yes
Bounty, The;25;No
Survival Zone;25;No
Street People;25;No
Wrong Arm of the Law, The;25;No
Raging Bull;25;No
Hearts of Fire;25;No
Today We Kill....Tomorrow We Die;25;No
Anastasia;24;Yes
Quick Change;24;No
Fair Game;24;No
Seven Sinners;24;No
Nineteen Forty-One;24;No
Final Terror, The;24;No
Postman Always Rings Twice, The;24;No
A Certain Sacrifice;24;No
Black & White in Color;24;Yes
Night on Earth;24;No
Smallest Show on Earth, The;24;No
Lonely Passion of Judith Hearne, The;24;No
Bird;24;No
Savage Intruder, The;24;No
Killer Tomatoes Strike Back;24;No
Scream;24;No
La Chevre, (The Goat);24;No
Monty Python's Flying Circus, Vol 1.;24;No
Strange Brew;24;No
John Wayne Matinee Double Feature, No. 3;24;No
Colors;23;No
Mannequin;23;No
All about Eve;23;Yes
Barfly;23;No
Intimate Stranger;23;No
Girl from Petrovka, The;23;No
On Golden Pond;23;Yes
Raising Arizona;23;No
Mystery Train;23;No
A Smoky Mountain Christmas;23;No
Twins;23;No
Impulse;23;No
Squeeze, The;23;No
I Died a Thousand Times;23;No
Class of 1984;23;No
Flying Leathernecks;23;No
Othello, The Lost Masterpiece;23;No
Shakespeare Series;23;No
I'm All Right Jack;23;No
Hell Town;23;No
Sagebrush Trail;23;No
Bloopers from Star Trek;22;No
Big Trail, The;22;No
Alice;22;No
Wildcats;22;No
Little Women;22;No
Jerk, The;22;No
Last Movie, The;22;No
Hellfighters;22;No
Desiree;22;No
Altered States;22;No
Code Name, Emerald;22;No
Escape from Alcatraz;22;No
Hollywood Mavericks;22;No
John Wayne Western Greats, Rio Bravo;22;No
Rainmaker, The;21;No
My Life As a Dog;21;No
Wild Geese, The;21;No
Second Coming of Suzanne., The;21;No
Ratings Game, The;21;No
Super Duper Bloopers;21;No
Elizabeth Taylor Collection, The;21;No
They Came from Within;21;No
Orphans;21;No
Boys Town;21;Yes
Fighting Vigilantes, The;21;No
My Country Right or Wrong;21;No
Devil's Eye, The;20;No
Vincent, Francois, Paul & the Others;20;No
Best of the Big Laff Off, The;20;No
Like Father Like Son;20;No
Puppet Master;20;No
A Stolen Life;20;No
Wait Until Spring, Bandini;20;No
La Dolce Vita;20;No
Purple Rose of Cairo, The;20;Yes
Masculine Feminine;20;No
King Kong Lives!;20;No
A Man for All Seasons;20;Yes
Mission, The;20;No
Children of a Lesser God;20;Yes
Gotta Dance, Gotta Sing;20;No
North by Northwest;20;No
Steppenwolf;20;No
Endless Love;20;No
Picasso Trigger;20;No
Roadhouse Sixty-Six;20;No
Quintet;19;No
Big Fix, The;19;No
Dollar;19;No
Skull;19;No
Stand & Deliver;19;No
Manhunter;19;No
Adventures in Dinosaur City;19;No
Flashback;19;No
Crashing Thru;19;No
Flatliners;19;No
Sayonara;19;Yes
Santa Claus, The Movie;19;No
Edison the Man;19;No
Shadow of the Eagle, The;19;No
Hot Money;19;No
Cries & Whispers;18;Yes
Catch a Rising Star, Tenth Anniversary;18;No
School Daze;18;No
Old Maid, The;18;No
Women in Love.;18;No
Gauntlet, The;18;No
Modern Love;18;No
She's Having a Baby;18;No
Witches, The;18;No
Bold Frontiersman, The;18;No
Inherit the Wind;18;No
Comedy Tonight;18;No
Tragedy of a Ridiculous Man;17;No
Frantic;17;No
Heroes;17;No
Terminator, The;17;No
Business As Usual;17;No
Cocaine Cowboys;17;No
So Fine;17;No
Big Top Pee-wee;17;No
Riders of Pasco Basin;17;No
Strangers on a Train;17;No
Joe Versus the Volcano;17;No
Bloody Mama;17;No
Night Is My Future;17;No
Crackers;17;No
Tex Rides with the Boy Scouts;17;No
Hiroshima;17;No
Voulez-Vous Danser Avec Moi?;16;No
Hideaways;16;No
Twenty Four Hours in a Woman's Life;16;No
Running Out of Luck;16;No
Lair of the White Worm, The;16;No
Hurricane Smith;16;No
Lady from Shanghai;16;No
Some Kind of Wonderful;16;No
Young Sherlock Holmes;16;No
Thunderbolt & Lightfoot;16;No
Wise Guys;16;No
Ensign Pulver;16;No
Yakuza, The;16;No
Red River;16;No
Scrooged;15;No
Blood Alley;15;No
A Woman Called Golda;15;Yes
Good Fellas;15;No
Vampire Raiders, Ninja Queen;15;No
Appaloosa, The;15;No
Man Who Knew Too Much, The;15;No
Love Songs;15;No
Le Choix des Armes;15;No
Klute;15;Yes
Ninja Masters of Death;15;No
Deep Cover;15;No
Days of Heaven;14;No
Target Eagle;14;No
Dreams;14;No
Batman;14;No
June Night;14;No
Fourth Protocol, The;14;No
Beauty & the Beast;14;No
Broadway Danny Rose;14;No
Reckless;14;No
Housesitter;14;No
Deceivers, The;14;No
Almost an Angel;14;No
Big Jim McLain;14;No
Pelle the Conqueror;14;Yes
Joe Piscopo New Jersey Special;14;No
Bill Cosby, Live at Harrah's;13;No
Golden Ninja Invasion;13;No
America's Music, Gospel;13;No
Desire under the Elms;13;No
Test Pilot;13;No
Death of a Salesman;13;No
Exodus;13;No
Cocktail;13;No
Stakeout;13;No
Last Time I Saw Paris, The;13;No
Sounds of the Seventies...& the Beat Goes;13;No
Judgement in Berlin;13;No
Cry of the Innocent;13;No
Lady for a Night;12;No
Penn & Teller Get Killed;12;No
Best of Candid Camera, The;12;No
Minsky's Follies;12;No
My Darling Clementine;12;No
Woman of the Year;12;No
Pink Cadillac;12;No
Sweet Liberty;12;No
Little Dorrit;12;No
Ferris Bueller's Day Off;12;No
Cahill, United States Marshal;12;No
A Big Hand for the Little Lady;12;No
Topaz;12;No
Sweet Smell of Success;12;No
Prisoner of Zenda, The;12;No
Exile in Concert;12;No
Casino Royale;11;No
Elephant Walk;11;No
Killers of Kilimanjaro;11;No
No Mercy;11;No
Sundays & Cybele;11;Yes
Bloodbrothers;11;No
Shining Through;11;No
Tom Sawyer;11;No
Stanley & Livingstone;11;No
Big Town, The;11;No
Hawks;11;No
Teahouse of the August Moon;11;No
Star Trek VI: The Undiscovered Country;11;No
Summer;11;No
Madame Rosa;11;Yes
Coming to America;11;No
California Suite;11;Yes
Monty Python's Life of Brian;11;No
Harlem Nights;11;No
Clint Eastwood Collection, The;11;No
Carnal Knowledge;10;No
Day for Night;10;Yes
Kiss of the Spider Woman;10;Yes
Fire & Rain;10;No
Life with Father;10;No
Rain Killer, The;10;No
My Fair Lady;10;Yes
If Looks Could Kill;10;No
Blame It on Rio;10;No
El Cid;10;No
No Small Affair;10;No
Vertigo;10;No
Going for the Gold;10;No
Young Lions, The;10;No
Clockwise;10;No
Mr Love.;10;No
Frisco Kid, The;10;No
Final Alliance, The;10;No
Eighty-Four Charing Cross Road;9;No
Lionheart;9;No
Morituri;9;No
Tango & Cash;9;No
Masque of the Red Death;9;No
Judge Priest;9;No
Boxing Babes;9;No
Fire with Fire;9;No
Dead-Bang;9;No
Glitz;9;No
Naked Gun: From the Files of Police Squad!, THe;9;No
Basil The Rat;9;No
Plenty;9;No
Back to the Future;9;No
Bandolero!;9;No
Hannie Caulder;9;No
Searchers, The;9;No
Seven Samurai;9;No
Deadline;9;No
Death Valley Days, Deadly Decision;9;No
Raiders of the Lost Ark;8;No
Hawaii;8;No
Thunderball;8;No
Murder on the Orient Express;8;Yes
Le Repos Du Guerrier, (Warrior's Rest);8;No
E. T. The Extra-Terrestrial;8;Yes
Never Say Never Again;8;No
Witches of Eastwick, The;8;No
Killer Image.;8;No
Hannah & Her Sisters;8;Yes
Hurricane;8;No
Silence of the Lambs, The;8;Yes
Tootsie;8;Yes
Rain Man;8;Yes
Terminator 2;8;No
Highlander;8;No
Addams Family, The;8;No
Born on the Fourth of July;8;Yes
Awakenings;8;No
Godfather, The;8;Yes
Godfather, Pt 2., The;8;Yes
Bullseye!;8;No
Boy Friend, THe;8;No
Robin Hood: Prince of Thieves;8;No
Dances with Wolves;8;Yes
Top Gun;8;No
Scenes from a Mall;8;No
New York, New York;8;No
Mister Roberts;8;Yes
Torn Apart;8;No
Married to the Mob;8;No
Packin' It In;8;No
Fisher King, The;8;Yes
Diamonds are Forever;8;No
Romantic Comedy;8;No
Total Recall;8;No
Kramer vs. Kramer;8;Yes
Virgin Spring, The;8;Yes
Name of the Rose, The;8;No
Torment;8;No
Apocalypse Now;8;No
Pioneer Marshal;8;No
Firemen's Ball, The;8;No
Thirty-Nine Steps, The;8;No
Hunt for Red October, The;8;No
Patton;8;Yes
Indiana Jones & the Last Crusade;8;No
Platoon;8;Yes
Dead Poets Society;8;Yes
Lawless Frontier;8;No
Dr. No;7;No
Big Blue, The;7;No
Blind Date;7;No
Nine & a Half Weeks;7;No
Gandhi;7;Yes
Joan of Arc;7;No
Shy People;7;No
A Fish Called Wanda;7;Yes
Great Train Robbery, The;7;No
Bedtime Story;7;No
Priceless Beauty;7;No
Cape Fear;7;No
Naked Lie;7;No
Another Woman;7;No
Bad Boys;7;No
Outland;7;No
Border Shootout;7;No
Dangerous Moves;7;Yes
Paper Chase, The;7;Yes
Longest Day, The;7;No
Bellboy & the Playgirls, The;7;No
Untouchables, The;7;Yes
Red Tent, The;7;No
Sometimes a Great Notion;7;No
Appointment in Honduras;7;No
Battleground, The;7;No
Two-Way Stretch;7;No
Hurricane Express;7;No
Cuba;6;No
Subway;6;No
Un Hombre y una Mujer;6;Yes
Sammy & Rosie Get Laid;6;No
Goodbye Again;6;No
Amadeus;6;Yes
Medicine Man;6;No
End of Innocence, The;6;No
Moonstruck;6;Yes
Wild at Heart;6;No
Morning After, The;6;No
Jaws;6;No
Wall Street;6;Yes
Overboard;6;No
Robin & Marian;6;No
Crossing Delancey;6;No
Swing It Sailor!;6;No
I Will, I Will...For Now;6;No
Goodbye Girl, The;6;Yes
Color of Money, The;6;Yes
Cat Chaser;6;No
House on Carroll Street, The;6;No
Ghost;6;Yes
La Femme Nikita;6;No
Web of Deceit;6;No
New York Stories;6;No
Quo Vadis;6;No
Zardoz;6;No
Police Academy 3: Back in Training;6;No
Empire of the Sun;6;No
Blue Velvet;6;No
Driving Miss Daisy;6;Yes
Passion of Anna, The;6;No
A Fine Madness;6;No
Vanishing Westerner;6;No
Eddie Murphy, Delirious;6;No
Chariots of Fire;6;Yes
Man Who Would Be King, The;6;No
Killing Fields, The;6;Yes
Sanjuro;6;No
Will Rogers, Look Back in Laughter;6;No
Executive Action;6;No
Garrison Keillor's Home;6;No
From Russia with Love;6;No
Offence, The;6;No
Live at Harrah's;6;No
Hallelujah Trail, The;6;No
What about Bob?;6;No
Tommy;5;No
Unbearable Lightness of Being, The;5;Yes
Do the Right Thing;5;No
Family Business;5;No
Time Bandits;5;No
Nights in White Satin;5;No
Rita, Sue & Bob Too;5;No
Enemies, a Love Story;5;No
Casino;5;No
Operation Pacific;5;No
Comfort of Strangers, The;5;No
Shooting Elizabeth;5;No
Trapper County War;5;No
Secret of My Success, The;5;No
Sword of the Valiant;5;No
Big Shots;5;No
Meteor;5;No
Time Lock;5;No
Danton;5;No
Van, The;5;No
Never Let Go;5;No
McQ;5;No
What Price Glory?;4;No
Tonight for Sure;4;No
Terrorists, The;4;No
Return of the Jedi;4;No
Plain Clothes;4;No
Rumble Fish;4;No
Losin' It;4;No
Out of the Blue;4;No
Hook;4;No
Presidio, The;4;No
Le Charme Discret de la Bourgeoisie;4;Yes
Fort Apache;4;No
Crimes of Passion;4;No
Sea Chase, The;4;No
Another Time, Another Place;4;No
Magic Town;4;No
Modern Times;4;No
Testament of Dr. Mabuse, The;4;No
Monty Python's Flying Circus;4;No
Robin Williams;4;No
Alan & Naomi;3;No
Elephant Man, The;3;Yes
O. C. & Stiggs;3;No
Molly Maguires, The;3;No
Star Chamber, The;3;No
Johnny Dangerously;3;No
Strictly Business;3;No
Paper Moon;3;Yes
Days of Thunder;3;No
Mr. & Mrs. Smith;3;No
Internal Affairs;3;No
Hope & Glory;3;No
Four American Composers;3;No
Russia House, The;3;No
Adam at 6 A.M.;3;No
River's Edge;3;No
Magician, The;3;No
Scenes from a Marriage;3;Yes
Fortune Cookie, The;3;Yes
Fugitive Kind, The;3;No
His Majesty O'Keefe;3;No
Dark Age;3;No
This Is Horror;3;No
Primal Rage;3;No
Steve Martin Live!;3;No
Two Jakes, The;3;No
John Wayne Collector's Limited Edition;3;No
John Wayne Matinee Double Feature, No. 2;3;No
Lawless Nineties, The;3;No
Blackmail;2;No
Mary White;2;No
Wind & the Lion, The;2;No
A Walk in the Spring Rain;2;No
Five Easy Pieces;2;No
Gor;2;No
Tokyo Pop;2;No
Marnie;2;No
Hoosiers;2;No
Running on Empty;2;No
Racketeer;2;No
Running Away;2;No
Curly Sue;2;No
Reuben, Reuben;2;No
Hud;2;Yes
Treasure Seekers, The;2;No
So Ends Our Night;2;No
Winter Light;2;No
Eraserhead;2;No
Taming of the Shrew, The;2;No
Out for Justice;2;No
Indiscreet;1;No
Anderson Tapes, The;1;No
Stavisky;1;No
Holocaust;1;No
Coming Home;1;Yes
Blade Runner;1;No
A Show of Force;1;No
Dead Calm;1;No
Ratboy;1;No
Operation Crossbow;1;No
Hells Angels on Wheels;1;No
An Officer & a Gentleman;1;Yes
Last Emperor, The;1;Yes
Wagonmaster;1;No
Law of the Golden West;1;No
Conversation Piece;1;No
Death Valley Days, No Gun Behind His Badge;1;No
Cheyenne, The Iron Trail;1;No
Shalako;0;No
Nightmare at Noon;0;No
Airport;0;Yes
It's My Turn;0;No
Anna Christie;0;No
Hot Child in the City;0;No
Flame & the Arrow, The;0;No
After the Rehearsal;0;No
Shout at the Devil;0;No
A Chorus of Disapproval;0;No
Employee's Entrance;0;No
Tales of Tomorrow;0;No
